흑,백,덤,결과,대국일자,대국명,제한시간,초읽기 횟수,초읽기 시간,대국룰,흑번국가,백번국가
余正麒,党毅飛,7.5,W+¼,2024-11-02,第1回南洋杯世界囲碁マスターズ1回戦,7200.0,5,60,chinese,jp,ch
童夢成,党毅飛,7.5,W+R,2024-10-27,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,范廷鈺,7.5,W+R,2024-10-21,第4期湾区杯中国囲碁大棋士戦3回戦,7200.0,5,60,chinese,ch,ch
党毅飛,趙晨宇,7.5,B+R,2024-10-20,第4期湾区杯中国囲碁大棋士戦2回戦,7200.0,5,60,chinese,ch,ch
党毅飛,李軒豪,7.5,B+R,2024-10-18,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
戎毅,党毅飛,7.5,B+R,2024-10-14,第25期阿含・桐山杯中国囲碁早碁公開戦1回戦,30.0,10,60,chinese,ch,ch
陳翰祺,党毅飛,7.5,W+R,2024-10-09,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,陳梓健,7.5,B+R,2024-09-19,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
王世一,党毅飛,7.5,B+¾,2024-09-17,第1回晋城全国職業囲碁公開戦4回戦,7200.0,5,60,chinese,ch,ch
朴廷桓,偰玹準,6.5,W+R,2024-01-28,第2期韓国棋院選手権戦準決勝勝者戦,5400.0,3,60,japanese,kr,kr
李沢鋭,党毅飛,7.5,W+R,2024-09-16,第1回晋城全国職業囲碁公開戦3回戦,7200.0,5,60,chinese,ch,ch
党毅飛,陳賢,7.5,B+2¾,2024-09-15,第1回晋城全国職業囲碁公開戦2回戦,7200.0,5,60,chinese,ch,ch
党毅飛,黄雲嵩,7.5,B+¾,2024-09-12,第4期湾区杯中国囲碁大棋士戦1回戦,7200.0,5,60,chinese,ch,ch
党毅飛,唐韋星,7.5,B+R,2024-09-03,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
崔光戸,党毅飛,6.5,W+R,2024-08-31,第29回三星火災杯統合予選,7200.0,5,60,japanese,kr,ch
党毅飛,李元栄,6.5,B+1.5,2024-08-27,第29回三星火災杯統合予選,7200.0,5,60,japanese,ch,kr
柯潔,党毅飛,7.5,W+R,2024-08-24,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
李欽誠,党毅飛,7.5,W+¼,2024-08-16,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
彭立尭,党毅飛,7.5,B+¾,2024-08-10,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,丁浩,7.5,W+R,2024-07-27,第5回王中王囲碁争覇戦敗者組2回戦,7200.0,5,60,chinese,ch,ch
朴廷桓,朴鐘勲,6.5,B+R,2024-01-27,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
李維清,党毅飛,7.5,W+R,2024-07-26,第5回王中王囲碁争覇戦敗者組1回戦,7200.0,5,60,chinese,ch,ch
連笑,党毅飛,7.5,B+R,2024-07-25,第5回王中王囲碁争覇戦1回戦,7200.0,5,60,chinese,ch,ch
党毅飛,卞相壹,7.5,B+¼,2024-07-23,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
党毅飛,范廷鈺,6.5,W+R,2024-07-17,第26回農心杯中国予選,3600.0,1,60,japanese,ch,ch
党毅飛,范廷鈺,6.5,W+R,2024-06-25,第10回国手山脈国際囲碁大会中国予選,1800.0,3,40,japanese,ch,ch
蒋其潤,党毅飛,7.5,B+R,2024-06-23,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,陳耀燁,7.5,B+1¾,2024-06-19,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
連笑,党毅飛,7.5,W+¼,2024-06-17,第10回衢州・爛柯杯中国囲碁冠軍戦決勝,7200.0,5,60,chinese,ch,ch
党毅飛,金禹丞,7.5,B+R,2024-06-16,第10回衢州・爛柯杯中国囲碁冠軍戦準決勝,7200.0,5,60,chinese,ch,ch
党毅飛,楊鼎新,7.5,B+R,2024-06-14,第10回衢州・爛柯杯中国囲碁冠軍戦3回戦,7200.0,5,60,chinese,ch,ch
朴廷桓,連笑,7.5,W+R,2024-01-26,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
趙晨宇,党毅飛,7.5,W+R,2024-06-13,第10回衢州・爛柯杯中国囲碁冠軍戦2回戦,7200.0,5,60,chinese,ch,ch
党毅飛,謝爾豪,7.5,B+R,2024-06-12,第10回衢州・爛柯杯中国囲碁冠軍戦1回戦,7200.0,5,60,chinese,ch,ch
王星昊,党毅飛,7.5,W+R,2024-06-10,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,周子弈,7.5,B+R,2024-06-03,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,陳賢,7.5,B+R,2024-05-29,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
陳玉儂,党毅飛,7.5,W+1¼,2024-05-27,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,黄静遠,7.5,W+R,2024-05-15,第1回北海新繹杯世界囲碁公開戦中国予選,7200.0,5,60,chinese,ch,ch
李昌錫,党毅飛,6.5,W+1.5,2024-05-12,2023-2024韓国囲碁リーグプレーオフ,600.0,,,japanese,kr,ch
党毅飛,李昌錫,6.5,W+R,2024-05-11,2023-2024韓国囲碁リーグプレーオフ,600.0,,,japanese,kr,ch
金彩瑛,党毅飛,6.5,W+R,2024-05-10,2023-2024韓国囲碁リーグプレーオフ,600.0,,,japanese,kr,ch
陳豪鑫,朴廷桓,7.5,W+R,2024-01-22,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
元晟溱,党毅飛,6.5,W+0.5,2024-05-08,2023-2024韓国囲碁リーグプレーオフ,600.0,,,japanese,kr,ch
党毅飛,李軒豪,7.5,W+R,2024-05-04,第5回夢百合杯世界囲碁オープン戦決勝五番勝負第4局,7200.0,5,60,chinese,ch,ch
李軒豪,党毅飛,7.5,W+R,2024-05-02,第5回夢百合杯世界囲碁オープン戦決勝五番勝負第3局,7200.0,5,60,chinese,ch,ch
党毅飛,李軒豪,7.5,W+R,2024-04-30,第5回夢百合杯世界囲碁オープン戦決勝五番勝負第2局,7200.0,5,60,chinese,ch,ch
李軒豪,党毅飛,7.5,B+R,2024-04-29,第5回夢百合杯世界囲碁オープン戦決勝五番勝負第1局,7200.0,5,60,chinese,ch,ch
山下敬吾,党毅飛,8.0,B+11,2024-04-20,第10回応氏杯予選,7200.0,,,chinese,jp,ch
羋昱廷,党毅飛,6.5,B+R,2024-04-12,第29回LG杯中国予選,10800.0,5,40,japanese,ch,ch
李軒豪,党毅飛,6.5,W+R,2024-04-10,第29回LG杯中国予選,10800.0,5,40,japanese,ch,ch
党毅飛,李欽誠,6.5,W+R,2024-04-09,第29回LG杯中国予選,10800.0,5,40,japanese,ch,ch
朴廷桓,党毅飛,6.5,B+R,2024-04-04,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,ch
朴廷桓,卞相壹,6.5,B+R,2024-01-20,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
党毅飛,謝爾豪,7.5,W+¼,2024-03-31,第1回四川能投杯中国囲碁世界冠軍招待戦決勝,3600.0,3,60,chinese,ch,ch
檀嘯,党毅飛,7.5,W+R,2024-03-30,第1回四川能投杯中国囲碁世界冠軍招待戦準決勝,3600.0,3,60,chinese,ch,ch
唐韋星,党毅飛,7.5,W+R,2024-03-30,第1回四川能投杯中国囲碁世界冠軍招待戦1回戦,3600.0,3,60,chinese,ch,ch
卞相壹,党毅飛,7.5,B+R,2024-03-21,第15回春蘭杯世界囲碁選手権2回戦,8700.0,5,60,chinese,kr,ch
許皓鋐,党毅飛,7.5,W+R,2024-03-19,第15回春蘭杯世界囲碁選手権1回戦,7200.0,5,60,chinese,tp,ch
申旻埈,党毅飛,6.5,W+R,2024-03-14,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,ch
金彩瑛,党毅飛,6.5,W+R,2024-03-14,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,ch
卞相壹,党毅飛,6.5,W+R,2024-03-08,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,ch
陳正勲,党毅飛,7.5,W+R,2024-03-07,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
党毅飛,陳正勲,7.5,B+R,2024-03-05,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
朴廷桓,陳浩,7.5,B+R,2024-01-16,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
丁浩,党毅飛,7.5,B+R,2024-03-02,第23回西南棋王戦2回戦,7200.0,5,60,chinese,ch,ch
鄭載想,党毅飛,7.5,W+R,2024-03-02,第23回西南棋王戦1回戦,7200.0,5,60,chinese,ch,ch
李軒豪,党毅飛,7.5,B+1¾,2024-02-25,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
党毅飛,李軒豪,7.5,W+¼,2024-02-17,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
党毅飛,李志賢,6.5,W+R,2024-02-10,2023-2024韓国囲碁リーグ,600.0,,,japanese,ch,kr
党毅飛,陳梓健,7.5,B+R,2024-02-03,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
劉宇航,党毅飛,7.5,B+R,2024-01-29,第38期中国囲棋天元戦1回戦,9900.0,5,60,chinese,ch,ch
趙晨宇,党毅飛,7.5,W+R,2024-01-26,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,黄明宇,7.5,B+R,2024-01-22,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴鍵昊,党毅飛,7.5,W+R,2024-01-16,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
朴廷桓,宋知勲,6.5,B+R,2024-01-13,第2期韓国棋院選手権戦準決勝,5400.0,3,60,japanese,kr,kr
卞相壹,党毅飛,6.5,B+R,2024-01-13,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,ch
党毅飛,辜梓豪,7.5,W+R,2024-01-10,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,党毅飛,7.5,W+R,2024-01-05,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
廖元赫,党毅飛,7.5,W+R,2024-01-02,第5回夢百合杯世界囲碁オープン戦準決勝第2局,7200.0,5,60,chinese,ch,ch
党毅飛,廖元赫,7.5,B+1¾,2023-12-31,第5回夢百合杯世界囲碁オープン戦準決勝第1局,7200.0,5,60,chinese,ch,ch
辜梓豪,党毅飛,7.5,W+R,2023-12-29,第5回夢百合杯世界囲碁オープン戦4回戦,7200.0,5,60,chinese,ch,ch
党毅飛,胡然閔,7.5,B+R,2023-12-26,第2回衢州爛柯杯中国予選,7200.0,5,60,chinese,ch,tp
丁浩,党毅飛,7.5,B+R,2023-12-21,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,楊楷文,7.5,W+¼,2023-12-17,第3期湾区杯中国囲碁大棋士戦挑戦者決定戦,7200.0,5,60,chinese,ch,ch
党毅飛,趙晨宇,7.5,B+¾,2023-12-16,第3期湾区杯中国囲碁大棋士戦準決勝,7200.0,5,60,chinese,ch,ch
朴廷桓,廖元赫,6.5,W+R,2024-01-12,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,ch
辜梓豪,党毅飛,7.5,W+R,2023-12-15,第3期湾区杯中国囲碁大棋士戦4回戦,7200.0,5,60,chinese,ch,ch
羋昱廷,党毅飛,7.5,B+R,2023-12-08,2023年浙江平湖・当湖十局杯中国囲碁早碁戦1回戦,30.0,10,60,chinese,ch,ch
張涛,党毅飛,7.5,W+¼,2023-12-06,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,丁浩,7.5,W+R,2023-12-01,第17回中国囲碁棋王戦2回戦,3600.0,1,60,chinese,ch,ch
李維清,党毅飛,7.5,W+R,2023-11-28,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,陶欣然,7.5,W+R,2023-11-13,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,金禹丞,7.5,B+R,2023-11-08,第3期湾区杯中国囲碁大棋士戦3回戦,7200.0,5,60,chinese,ch,ch
范廷鈺,党毅飛,7.5,W+1¼,2023-11-06,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
柯潔,党毅飛,7.5,B+R,2023-11-04,第5回全国智力運動会男子団体戦第7戦,3600.0,3,30,chinese,ch,ch
党毅飛,趙晨宇,7.5,W+R,2023-11-03,第5回全国智力運動会男子団体戦第6戦,3600.0,3,30,chinese,ch,ch
朴廷桓,党毅飛,6.5,B+2.5,2025-12-29,第1回新韓銀行世界棋仙戦準決勝,1800.0,,,Japanese,kr,ch
朴廷桓,黄雲嵩,7.5,B+R,2024-01-10,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
辜梓豪,党毅飛,7.5,W+R,2023-11-02,第5回全国智力運動会男子団体戦第5戦,3600.0,3,30,chinese,ch,ch
党毅飛,范廷鈺,7.5,W+R,2023-11-02,第5回全国智力運動会男子団体戦第4戦,3600.0,3,30,chinese,ch,ch
連笑,党毅飛,7.5,W+R,2023-11-01,第5回全国智力運動会男子団体戦第3戦,3600.0,3,30,chinese,ch,ch
党毅飛,丁浩,7.5,B+R,2023-10-31,第5回全国智力運動会男子団体戦第2戦,3600.0,3,30,chinese,ch,ch
劉兆哲,党毅飛,7.5,W+1¼,2023-10-31,第5回全国智力運動会男子団体戦第1戦,3600.0,3,30,chinese,ch,ch
党毅飛,時越,7.5,B+R,2023-10-23,第3期湾区杯中国囲碁大棋士戦2回戦,7200.0,5,60,chinese,ch,ch
党毅飛,金志錫,7.5,B+R,2023-10-10,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
李昌錫,党毅飛,7.5,W+R,2023-10-08,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
李軒豪,党毅飛,6.5,B+R,2023-09-04,第28回三星火災杯中国予選,7200.0,5,60,japanese,ch,ch
連笑,党毅飛,6.5,B+0.5,2023-09-01,第28回三星火災杯中国予選,7200.0,5,60,japanese,ch,ch
朴鍵昊,朴廷桓,6.5,W+R,2024-01-04,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
党毅飛,許嘉陽,6.5,W+R,2023-08-31,第28回三星火災杯中国予選,7200.0,5,60,japanese,ch,ch
柯潔,党毅飛,6.5,W+1.5,2023-08-26,第28回三星火災杯中国予選,7200.0,5,60,japanese,ch,ch
党毅飛,周睿羊,7.5,B+1¾,2023-08-19,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
劉宇航,党毅飛,7.5,B+R,2023-08-18,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴鍵昊,党毅飛,7.5,W+R,2023-08-06,第5回夢百合杯世界囲碁オープン戦3回戦,7200.0,5,60,chinese,kr,ch
大西竜平,党毅飛,7.5,W+R,2023-08-04,第5回夢百合杯世界囲碁オープン戦2回戦,7200.0,5,60,chinese,jp,ch
白洪淅,党毅飛,7.5,W+R,2023-08-03,第5回夢百合杯世界囲碁オープン戦1回戦,7200.0,5,60,chinese,kr,ch
柯潔,党毅飛,7.5,B+R,2023-07-03,第2回中国囲棋国手戦挑戦者決定戦,7200.0,5,60,chinese,ch,ch
趙晨宇,党毅飛,7.5,W+R,2023-07-02,第2回中国囲棋国手戦準決勝,7200.0,5,60,chinese,ch,ch
羋昱廷,党毅飛,7.5,W+R,2023-06-30,第2回中国囲棋国手戦3回戦,7200.0,5,60,chinese,ch,ch
金明訓,朴廷桓,6.5,W+R,2024-01-04,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
廖元赫,党毅飛,7.5,W+R,2023-06-29,第2回中国囲棋国手戦2回戦,7200.0,5,60,chinese,ch,ch
柁嘉熹,党毅飛,7.5,W+R,2023-06-28,第2回中国囲棋国手戦1回戦,7200.0,5,60,chinese,ch,ch
劉兆哲,党毅飛,7.5,B+R,2023-06-07,第24期阿含・桐山杯中国囲碁早碁公開戦予選,30.0,10,60,chinese,ch,ch
陳昱森,党毅飛,7.5,W+R,2023-06-06,第24期阿含・桐山杯中国囲碁早碁公開戦予選,30.0,10,60,chinese,ch,ch
党毅飛,柯潔,6.5,W+R,2023-04-24,第28回LG杯中国予選,10800.0,5,40,japanese,ch,ch
党毅飛,柯潔,7.5,W+R,2023-04-22,第18回倡棋杯中国プロ囲碁選手権戦3回戦,7200.0,,,chinese,ch,ch
党毅飛,連笑,7.5,B+R,2023-04-20,第18回倡棋杯中国プロ囲碁選手権戦2回戦,7200.0,,,chinese,ch,ch
檀嘯,党毅飛,7.5,W+R,2023-04-19,第18回倡棋杯中国プロ囲碁選手権戦1回戦,7200.0,,,chinese,ch,ch
羋昱廷,党毅飛,7.5,B+¾,2023-04-16,第37期中国囲棋天元戦挑戦手合三番勝負第2局,9900.0,5,60,chinese,ch,ch
党毅飛,羋昱廷,7.5,W+R,2023-04-14,第37期中国囲棋天元戦挑戦手合三番勝負第1局,9900.0,5,60,chinese,ch,ch
安国鉉,朴廷桓,6.5,B+R,2024-01-02,第25回マキシムコーヒー杯入神最強戦1回戦,600.0,,,japanese,kr,kr
丁浩,党毅飛,7.5,B+R,2023-04-07,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
党毅飛,楊楷文,7.5,W+R,2023-04-02,第33期中国囲碁名人戦準決勝,7200.0,5,60,chinese,ch,ch
時越,党毅飛,7.5,W+R,2023-03-31,第33期中国囲碁名人戦3回戦,7200.0,5,60,chinese,ch,ch
党毅飛,江維傑,7.5,B+R,2023-03-30,第33期中国囲碁名人戦2回戦,7200.0,5,60,chinese,ch,ch
党毅飛,謝科,7.5,B+R,2023-03-29,第33期中国囲碁名人戦1回戦,7200.0,5,60,chinese,ch,ch
党毅飛,王楚軒,7.5,B+¾,2023-03-26,第5回夢百合杯中国予選,7200.0,5,60,chinese,ch,ch
喬智健,党毅飛,7.5,W+R,2023-03-24,第5回夢百合杯中国予選,7200.0,5,60,chinese,ch,ch
呂立言,党毅飛,7.5,W+R,2023-03-23,第5回夢百合杯中国予選,7200.0,5,60,chinese,ch,ch
党毅飛,連笑,7.5,B+R,2023-03-13,第37期中国囲棋天元戦挑戦者決定戦,9900.0,5,60,chinese,ch,ch
党毅飛,丁浩,7.5,B+R,2023-03-12,第37期中国囲棋天元戦準決勝,9900.0,5,60,chinese,ch,ch
朴廷桓,金昌勲,6.5,B+R,2023-12-31,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
謝科,党毅飛,7.5,W+R,2023-03-10,第37期中国囲棋天元戦3回戦,9900.0,5,60,chinese,ch,ch
檀嘯,党毅飛,7.5,W+R,2023-03-09,第37期中国囲棋天元戦2回戦,9900.0,5,60,chinese,ch,ch
劉宇航,党毅飛,7.5,B+R,2023-03-04,第22回西南棋王戦1回戦,7200.0,5,60,chinese,ch,ch
党毅飛,李軒豪,7.5,W+R,2023-02-18,第24回中国囲碁甲級リーグ5位決定戦第2戦,7200.0,5,60,chinese,ch,ch
党毅飛,何語涵,7.5,B+R,2023-02-17,第24回中国囲碁甲級リーグ5位決定戦第1戦,7200.0,5,60,chinese,ch,ch
朴廷桓,党毅飛,7.5,B+R,2023-02-12,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
党毅飛,時越,7.5,B+R,2023-02-11,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
薛冠華,党毅飛,7.5,W+R,2023-02-07,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊楷文,党毅飛,7.5,W+1¼,2023-02-06,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
何語涵,党毅飛,7.5,B+R,2023-02-05,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴廷桓,崔宰栄,6.5,B+R,2023-12-13,第29回GSカルテックス杯プロ棋戦予選,1800.0,,,japanese,kr,kr
王星昊,党毅飛,7.5,B+R,2022-11-18,第2期湾区杯中国囲碁大棋士戦3回戦,7200.0,5,60,chinese,ch,ch
党毅飛,卞相壹,6.5,W+0.5,2022-10-28,第27回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,kr
江維傑,党毅飛,7.5,W+R,2022-10-10,第2期湾区杯中国囲碁大棋士戦2回戦,7200.0,5,60,chinese,ch,ch
時越,党毅飛,7.5,W+2¼,2022-10-08,第2期湾区杯中国囲碁大棋士戦1回戦,7200.0,5,60,chinese,ch,ch
党毅飛,童夢成,7.5,W+R,2022-09-28,第23期阿含・桐山杯中国囲碁早碁公開戦予選,30.0,10,60,chinese,ch,ch
伊淩涛,党毅飛,7.5,W+R,2022-09-27,第23期阿含・桐山杯中国囲碁早碁公開戦予選,30.0,10,60,chinese,ch,ch
王星昊,党毅飛,7.5,B+R,2022-09-22,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,陳玉儂,7.5,B+R,2022-09-20,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
曹瀟陽,党毅飛,7.5,W+R,2022-09-18,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
連笑,党毅飛,7.5,B+R,2022-09-13,2022CCTV杯中国囲棋電視快棋戦1回戦,30.0,10,60,chinese,ch,ch
朴廷桓,彭立尭,7.5,W+R,2023-12-06,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
黄雲嵩,党毅飛,7.5,W+R,2022-08-25,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
鄭載想,党毅飛,7.5,B+R,2022-08-20,第1回衢州爛柯杯中国予選,7200.0,5,60,chinese,ch,ch
金明訓,党毅飛,7.5,W+R,2022-08-11,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
党毅飛,申眞諝,7.5,W+R,2022-08-10,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
党毅飛,卞相壹,7.5,B+R,2022-08-09,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
井山裕太,党毅飛,7.5,W+R,2022-08-08,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,jp,ch
姜東潤,党毅飛,7.5,W+1¼,2022-08-06,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
陳正勲,党毅飛,7.5,B+¾,2022-08-05,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
王碩,党毅飛,7.5,W+R,2022-08-04,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,柯潔,7.5,B+R,2022-08-03,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴廷桓,謝爾豪,6.5,W+R,2023-12-02,第25回農心辛ラーメン杯世界囲碁最強戦第7戦,3600.0,1,60,japanese,kr,ch
劉宇航,党毅飛,7.5,B+¾,2022-06-18,第21回西南棋王戦1回戦,7200.0,5,60,chinese,ch,ch
范廷鈺,党毅飛,7.5,B+R,2022-04-27,第9回衢州・爛柯杯中国囲碁冠軍戦準決勝,7200.0,5,60,chinese,ch,ch
党毅飛,謝科,7.5,B+R,2022-04-26,第9回衢州・爛柯杯中国囲碁冠軍戦3回戦,7200.0,5,60,chinese,ch,ch
党毅飛,廖元赫,7.5,B+R,2022-04-24,第9回衢州・爛柯杯中国囲碁冠軍戦2回戦,7200.0,5,60,chinese,ch,ch
趙晨宇,党毅飛,7.5,W+¼,2022-04-23,第9回衢州・爛柯杯中国囲碁冠軍戦1回戦,7200.0,5,60,chinese,ch,ch
彭立尭,党毅飛,7.5,B+R,2022-02-17,第36期中国囲棋天元戦1回戦,9900.0,5,60,chinese,ch,ch
陳賢,党毅飛,7.5,W+1¼,2022-01-20,第23回中国囲碁甲級リーグ3位決定戦第2戦,7200.0,5,60,chinese,ch,ch
党毅飛,趙晨宇,7.5,B+R,2022-01-19,第23回中国囲碁甲級リーグ3位決定戦第1戦,7200.0,5,60,chinese,ch,ch
李東勲,党毅飛,7.5,W+R,2022-01-17,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
党毅飛,李東勲,7.5,W+1¼,2022-01-16,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
朴廷桓,李軒豪,7.5,W+R,2023-11-28,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
党毅飛,丁浩,7.5,W+R,2021-12-26,第1期湾区杯中国囲碁大棋士戦2回戦,7200.0,5,60,chinese,ch,ch
張涛,党毅飛,7.5,W+R,2021-12-25,第1期湾区杯中国囲碁大棋士戦1回戦,7200.0,5,60,chinese,ch,ch
党毅飛,柯潔,7.5,W+R,2021-12-05,2021CCTV杯中国囲棋電視快棋戦決勝,30.0,10,60,chinese,ch,ch
党毅飛,李軒豪,7.5,B+R,2021-11-21,2021CCTV杯中国囲棋電視快棋戦準決勝,30.0,10,60,chinese,ch,ch
范廷鈺,党毅飛,7.5,W+¼,2021-11-18,2021CCTV杯中国囲棋電視快棋戦3回戦,30.0,10,60,chinese,ch,ch
陶欣然,党毅飛,7.5,W+R,2021-11-17,2021CCTV杯中国囲棋電視快棋戦2回戦,30.0,10,60,chinese,ch,ch
党毅飛,李維清,7.5,B+1¾,2021-11-15,2021CCTV杯中国囲棋電視快棋戦1回戦,30.0,10,60,chinese,ch,ch
韓昇周,党毅飛,6.5,B+R,2021-10-22,第26回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,kr,ch
申旻埈,党毅飛,6.5,W+R,2021-10-20,第26回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,kr,ch
王世一,党毅飛,7.5,W+R,2021-09-30,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,朴廷桓,6.5,B+R,2023-11-24,第28回三星火災杯世界囲碁マスターズ準決勝,7200.0,5,60,japanese,ch,kr
申旻埈,党毅飛,7.5,W+R,2021-09-29,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
党毅飛,許嘉陽,7.5,W+R,2021-09-28,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,tp
王春暉,党毅飛,7.5,W+R,2021-09-26,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
黄昕,党毅飛,7.5,W+R,2021-09-25,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
